7.085110023512870558e-01,8.601622467210789935e-01,1.000000000000000000e+00
5.000571874086724433e-01,6.511662863159198844e-01,1.000000000000000000e+00
5.733779454085565774e-01,5.461692973843988996e-01,1.000000000000000000e+00
5.931301056888353962e-01,6.727803635215239275e-01,1.000000000000000000e+00
6.983837371153349682e-01,7.694083670016784726e-01,1.000000000000000000e+00
7.095972572016473467e-01,8.426097501983798033e-01,1.000000000000000000e+00
6.022261248657587718e-01,9.390587181954727081e-01,1.000000000000000000e+00
5.136937965989630817e-01,8.352337550892010576e-01,1.000000000000000000e+00
7.086524011835635406e-01,7.793449142228758841e-01,1.000000000000000000e+00
5.701934692976169394e-01,5.990507445424393396e-01,1.000000000000000000e+00
9.003722843377683915e-01,9.841307878596987635e-01,1.000000000000000000e+00
6.567120890796214194e-01,8.461613078346570394e-01,1.000000000000000000e+00
9.381945761480191548e-01,9.473033317519237162e-01,1.000000000000000000e+00
5.425221056848890111e-01,5.195273916164411254e-01,1.000000000000000000e+00
5.849152097822845064e-01,9.390712517147066229e-01,1.000000000000000000e+00
5.491734169165249924e-01,7.105538125025261387e-01,1.000000000000000000e+00
9.789447650752509666e-01,7.665826424865085365e-01,1.000000000000000000e+00
8.459385569752366774e-01,6.577578155030314733e-01,1.000000000000000000e+00
8.432504638407918307e-01,9.173128359486864003e-01,1.000000000000000000e+00
5.091441386720958473e-01,8.750721574724837915e-01,1.000000000000000000e+00
9.944305444532473004e-01,8.740828271899196977e-01,1.000000000000000000e+00
6.402219960322026449e-01,8.946396642257442577e-01,1.000000000000000000e+00
5.516130032888210133e-01,7.239467630879525828e-01,1.000000000000000000e+00
9.542977515465478344e-01,6.468070741868396922e-01,1.000000000000000000e+00
6.438876692931743140e-01,5.650142860591388372e-01,1.000000000000000000e+00
5.096834789351485373e-01,8.394177664699454811e-01,1.000000000000000000e+00
6.058140580000295206e-01,6.327733296861131063e-01,1.000000000000000000e+00
7.457865796401691449e-01,5.266812725585401367e-01,1.000000000000000000e+00
7.870588027460065916e-01,5.733642874529050193e-01,1.000000000000000000e+00
7.946527684516421219e-01,8.498791800104655847e-01,1.000000000000000000e+00
5.511672144139129204e-01,7.070279939097841027e-01,1.000000000000000000e+00
8.472000788638724966e-01,7.070896347634513246e-01,1.000000000000000000e+00
5.249767294730436351e-01,7.679482029577557878e-01,1.000000000000000000e+00
8.318973226098944629e-01,7.574445560291542812e-01,1.000000000000000000e+00
9.722973779954067197e-01,7.932775202509965151e-01,1.000000000000000000e+00
9.517009576439416918e-01,5.687373520731187071e-01,1.000000000000000000e+00
5.696381736253792738e-01,9.036956443547619067e-01,1.000000000000000000e+00
6.988384184927667331e-01,5.826770985584663887e-01,1.000000000000000000e+00
9.637542901980169496e-01,6.738829298727533335e-01,1.000000000000000000e+00
8.754060515680777144e-01,8.629989926752257290e-01,1.000000000000000000e+00
9.416530456029048590e-01,8.118361035278044424e-01,1.000000000000000000e+00
8.754712170136685900e-01,6.744491709889213205e-01,1.000000000000000000e+00
6.349639458825130367e-01,9.479431090980334762e-01,1.000000000000000000e+00
7.140455949356474541e-01,9.824200235741927800e-01,1.000000000000000000e+00
8.317207489092239836e-01,8.108478601045608913e-01,1.000000000000000000e+00
5.573729864766876485e-01,9.747446293535355633e-01,1.000000000000000000e+00
7.249560667399702618e-01,7.891948071935659392e-01,1.000000000000000000e+00
7.040684013806406405e-01,6.185134901215139092e-01,1.000000000000000000e+00
9.516897602811269508e-01,7.868397433361429272e-01,1.000000000000000000e+00
5.014351635155794851e-01,8.085724568103619392e-01,1.000000000000000000e+00
6.633224508860480206e-01,7.635290511288046478e-01,1.000000000000000000e+00
9.429710496553872501e-01,6.786348800012498295e-01,1.000000000000000000e+00
9.542675754598995974e-01,8.116800578959013635e-01,1.000000000000000000e+00
5.079106214232781413e-01,9.647186168718806520e-01,1.000000000000000000e+00
