0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.669000000000000000e+04,1.769600000000000000e+04,1.887800000000000000e+04,1.930800000000000000e+04,1.949800000000000000e+04,0.000000000000000000e+00,1.588000000000000000e+03,1.770000000000000000e+03,1.200000000000000000e+03,3.900000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.390100000000000000e+04,1.326200000000000000e+04,8.643000000000000000e+03,7.382000000000000000e+03,1.975000000000000000e+03,5.051400000000000000e+04,4.146000000000000000e+03,1.200000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,4.980000000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,6.346700000000000000e+04,6.681100000000000000e+04,6.824700000000000000e+04,6.853100000000000000e+04,6.980800000000000000e+04,7.054400000000000000e+04,5.000000000000000000e+03,3.100000000000000000e+03,2.000000000000000000e+03,3.000000000000000000e+03,2.000000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.896900000000000000e+04,6.768200000000000000e+04,6.844800000000000000e+04,6.931600000000000000e+04,2.908300000000000000e+04,2.814000000000000000e+04,3.200000000000000000e+03,3.600000000000000000e+03,3.075000000000000000e+03,1.204000000000000000e+03,1.200000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.167000000000000000e+03,2.000000000000000000e+02,1.980000000000000000e+02,1.815400000000000000e+04,1.367700000000000000e+04,2.018000000000000000e+03,2.000000000000000000e+02,1.980000000000000000e+02,1.815600000000000000e+04,0.000000000000000000e+00,1.150000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,3.900000000000000000e+02,3.900000000000000000e+02,3.900000000000000000e+02,3.900000000000000000e+02,7.800000000000000000e+02,3.900000000000000000e+02,3.900000000000000000e+02,3.900000000000000000e+02,3.900000000000000000e+02,7.800000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,2.082000000000000000e+03,8.000000000000000000e+02,1.440000000000000000e+03,6.000000000000000000e+02,8.170000000000000000e+03,6.000000000000000000e+02,8.030000000000000000e+02,1.440000000000000000e+03,6.000000000000000000e+02,8.170000000000000000e+03,6.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.323190000000000000e+05,3.082860000000000000e+05,3.156010000000000000e+05,3.186160000000000000e+05,2.435860000000000000e+05,2.487660000000000000e+05,1.250000000000000000e+04,1.377500000000000000e+04,1.063100000000000000e+04,8.900000000000000000e+03,9.200000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.740700000000000000e+04,3.771600000000000000e+04,3.087300000000000000e+04,2.465900000000000000e+04,1.584900000000000000e+04,8.540000000000000000e+03,2.039000000000000000e+03,1.400000000000000000e+03,1.612000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.138200000000000000e+04,1.913300000000000000e+04,1.932700000000000000e+04,2.699200000000000000e+04,3.348300000000000000e+04,3.746500000000000000e+04,4.000000000000000000e+03,5.000000000000000000e+03,1.141700000000000000e+04,1.000000000000000000e+04,1.000000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
