2.668088018810296780e-01,6.881297973768631948e-01,1.000000000000000000e+00
1.000457499269379880e-01,5.209330290527359741e-01,1.000000000000000000e+00
1.587023563268452619e-01,4.369354379075191530e-01,1.000000000000000000e+00
1.745040845510684169e-01,5.382242908172191198e-01,1.000000000000000000e+00
2.587069896922680745e-01,6.155266936013428225e-01,1.000000000000000000e+00
2.676778057613179995e-01,6.740878001587038426e-01,1.000000000000000000e+00
1.817808998926069841e-01,7.512469745563782331e-01,1.000000000000000000e+00
1.109550372791704986e-01,6.681870040713608905e-01,1.000000000000000000e+00
2.669219209468507992e-01,6.234759313783007073e-01,1.000000000000000000e+00
1.561547754380935293e-01,4.792405956339515494e-01,1.000000000000000000e+00
4.202978274702147687e-01,7.873046302877590996e-01,1.000000000000000000e+00
2.253696712636971689e-01,6.769290462677256537e-01,1.000000000000000000e+00
4.505556609184154238e-01,7.578426654015389952e-01,1.000000000000000000e+00
1.340176845479111867e-01,4.156219132931529558e-01,1.000000000000000000e+00
1.679321678258275941e-01,7.512570013717653206e-01,1.000000000000000000e+00
1.393387335332200716e-01,5.684430500020208887e-01,1.000000000000000000e+00
4.831558120602008066e-01,6.132661139892068292e-01,1.000000000000000000e+00
3.767508455801893974e-01,5.262062524024252452e-01,1.000000000000000000e+00
3.746003710726334979e-01,7.338502687589492091e-01,1.000000000000000000e+00
1.073153109376767667e-01,7.000577259779869888e-01,1.000000000000000000e+00
4.955444355625979180e-01,6.992662617519358470e-01,1.000000000000000000e+00
2.121775968257621492e-01,7.157117313805954062e-01,1.000000000000000000e+00
1.412904026310568550e-01,5.791574104703620662e-01,1.000000000000000000e+00
4.634382012372382786e-01,5.174456593494718426e-01,1.000000000000000000e+00
2.151101354345395511e-01,4.520114288473111031e-01,1.000000000000000000e+00
1.077467831481188631e-01,6.715342131759564070e-01,1.000000000000000000e+00
1.846512464000236720e-01,5.062186637488905738e-01,1.000000000000000000e+00
2.966292637121353271e-01,4.213450180468321649e-01,1.000000000000000000e+00
3.296470421968052400e-01,4.586914299623240932e-01,1.000000000000000000e+00
3.357222147613137531e-01,6.799033440083724900e-01,1.000000000000000000e+00
1.409337715311303474e-01,5.656223951278274154e-01,1.000000000000000000e+00
3.777600630910980528e-01,5.656717078107611485e-01,1.000000000000000000e+00
1.199813835784349081e-01,6.143585623662046746e-01,1.000000000000000000e+00
3.655178580879155370e-01,6.059556448233234249e-01,1.000000000000000000e+00
4.778379023963253425e-01,6.346220162007971677e-01,1.000000000000000000e+00
4.613607661151534756e-01,4.549898816584950212e-01,1.000000000000000000e+00
1.557105389003034523e-01,7.229565154838095697e-01,1.000000000000000000e+00
2.590707347942134420e-01,4.661416788467731553e-01,1.000000000000000000e+00
4.710034321584136152e-01,5.391063438982026668e-01,1.000000000000000000e+00
4.003248412544622714e-01,6.903991941401805832e-01,1.000000000000000000e+00
