x,y
1.213844258821866751e-01,-3.568853131009071866e+00
1.600691059890533285e-01,5.373957038143709397e+00
4.705780782725654809e-03,-4.441018006223674597e+00
5.714591126306377555e-01,1.026139417172837121e+01
2.595223179662548008e-01,-3.862360283738146105e+00
3.917233318647246332e-01,9.442591958017850118e+00
9.034888341513254151e-01,1.377819529390412079e+00
7.037237888784897422e-01,-1.846264589971179149e+00
5.647122468754647295e-01,-1.786784598225565901e+00
2.097281269163555617e-01,6.314028552985991638e+00
5.626272825629939911e-01,7.486866872705689957e+00
9.756328537085734443e-01,-5.161062089636869743e-01
4.529630091154683846e-01,-4.436644810847893972e-01
5.782247188368292434e-01,6.695130124080924006e+00
5.260981538724736062e-01,7.624219127168629484e+00
8.629295712596692924e-01,1.044765428608095803e+01
7.377393238255933738e-01,-1.475317797051686419e+00
8.652978460445356346e-01,9.523086751561841368e+00
3.974442940305178418e-01,-2.475493311828467657e+00
5.768277811994390047e-01,9.068984089178004027e+00
3.258949074090855547e-04,7.524971265209029703e+00
2.205378391438848062e-01,5.916128553536735168e+00
5.654904670218308116e-02,6.751445416826232560e+00
6.825688684844235521e-01,-6.273426455777517674e-01
7.030015793998574125e-01,-6.563157760571609600e-01
4.147697676872795780e-01,7.005385472482497100e+00
7.051770143843172356e-02,-4.194711151903550039e+00
6.729146792699428614e-01,1.061655834406136023e+01
2.192326449424087942e-01,8.192391988409696069e+00
1.500473140857818688e-01,6.164756043008873476e+00
1.710458925830463661e-01,-1.313946356241692648e+00
2.285359056273850165e-02,-3.159143464082396768e+00
7.187052382320530119e-01,8.365776140058986954e+00
1.824553313038190794e-01,7.080058069254982378e+00
6.609234411777904494e-01,1.029190890968070349e+01
9.862333000449536868e-01,1.197323064324589836e+01
1.059007072071087574e-01,7.265503087620039935e+00
1.180259357901783934e-01,-3.341900978456251892e+00
1.747747415941812710e-01,6.321363702808717733e+00
8.138525491380137478e-01,1.008693681816927068e+01
2.614058759962412104e-02,5.885681776998670678e+00
5.268934531236670882e-01,1.012357339368164943e+01
6.381221801179202124e-01,7.257468219954484212e+00
6.391993574938970024e-01,9.176021853318772514e+00
2.140176203793767717e-01,7.425285062282944715e+00
9.203775094997181938e-01,9.208965280824175537e+00
6.871121516279474761e-01,8.870276384975063877e+00
5.762429248720375430e-01,-1.399144134883519186e+00
3.038743262104607323e-01,7.062173818186336050e+00
8.808871808450314811e-01,1.004445546894091557e+01
4.628348345232403682e-01,8.466363741696481426e+00
4.853030041595187694e-01,8.675275981345500043e+00
6.262806825948806777e-01,9.518911472961157472e+00
7.722929591106292291e-01,1.165299360804737816e+01
1.440460397583255281e-01,7.435377600637607109e+00
9.017692543092173940e-01,1.118551079213683863e+01
8.827280554339385077e-01,1.070141474465835607e+01
2.558317371011989971e-01,5.894971555206446112e+00
2.923439403271652637e-01,7.505784696696286673e+00
4.456930185032014213e-01,-3.357826696221999363e-01
3.122589693212238782e-01,6.313944962217940216e+00
2.044067384303445145e-01,8.148737697736329721e+00
3.548494766730702077e-01,7.183508767321028721e+00
9.812946635118259264e-01,1.026301984687260571e+01
6.312323503930062918e-01,8.655807621714139088e+00
1.807656884915587181e-01,-1.048815127158439386e+00
1.044616957698948356e-01,7.244404481478341040e+00
7.613312744131041088e-01,9.023081783076111861e+00
1.817646170122992899e-01,6.977471714527219149e+00
2.182561423685367430e-01,7.801467329822368235e+00
4.802151177183995312e-01,8.082598605679930159e+00
1.860694370758729788e-01,6.701886204340757658e+00
7.643228633787672033e-01,9.785123754744358138e+00
